Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Johann Hindert,M,SBD,Raw,35.5,35-39,24-39,MR-O,86.4,93,160.0,-172.5,185.0,,185.0,112.5,120.0,125.0,,125.0,200.0,210.0,227.5,,227.5,537.5,3,354.97,350.64,336.67,72.92,Yes,USA,WA,USAPL,IPF,2016-02-20,USA,WA,,Washington State Championship
Isaac Cleland,M,SBD,Raw,24.5,24-34,24-39,Open,88.6,93,167.5,177.5,185.0,,185.0,105.0,110.0,115.0,,115.0,200.0,210.0,-220.0,,210.0,510.0,7,332.41,328.23,314.79,68.33,Yes,,,NZPF,IPF,2019-04-06,New Zealand,AKL,Auckland,Auckland Powerlifting Championships
Roman Osin #1,M,SBD,Raw,24.5,24-34,24-39,J,82.5,82.5,150.0,160.0,-170.0,,160.0,100.0,-110.0,-110.0,,100.0,205.0,215.0,225.0,,225.0,485.0,4,328.54,324.9,312.62,67.34,Yes,Ukraine,,RAW-UKR,,2017-12-09,Ukraine,,Kharkov,Ukrainian Powerlifting & Bench Press Championships
Cory Sliter,M,SBD,Raw,17.0,16-17,14-18,Junior/Senior Varsity,100.0,100,,,,,188.24,,,,,124.74,,,,,183.7,496.68,4,305.71,302.27,288.71,62.75,,,,USPF,,2007-04-28,USA,CA,Bakersfield,Kern County High School PL Championship
Austin Sawyer,M,SBD,Raw,25.0,24-34,24-39,Open,108.4,110,,,,,262.5,,,,,182.5,,,,,292.5,737.5,1,439.24,436.01,416.56,89.72,,USA,WI,USPA,IPL,2018-10-20,USA,IL,Carol Stream,Power Surge
William Ruff,M,SBD,Raw,33.5,24-34,24-39,MR-O,81.2,82.5,225.0,237.5,247.5,,247.5,130.0,137.5,142.5,,142.5,240.0,257.5,-272.5,,257.5,647.5,3,442.62,437.97,421.71,90.63,Yes,USA,GA,USAPL,,2023-02-17,USA,GA,,Georgia State Championships
Jontay Poole,M,SBD,Raw,16.5,16-17,14-18,MR-V,73.5,74,137.5,150.0,155.0,,155.0,92.5,102.5,-107.5,,102.5,182.5,195.0,-210.0,,195.0,452.5,9,328.9,327.07,316.3,66.67,Yes,USA,PA,USAPL,IPF,2018-03-22,USA,WI,Appleton,High School National Championships
Dmitriy Malakhovskiy,M,SBD,Raw,34.0,24-34,24-39,Open,93.8,100,155.0,170.0,-185.0,,170.0,120.0,125.0,135.0,,135.0,170.0,195.0,220.0,,220.0,525.0,1,332.67,328.48,314.28,68.4,Yes,Russia,,RPU,,2016-03-12,Russia,KEM,Kemerovo,Kemerovo Cup
Percy Loaiza,M,SBD,Raw,40.0,40-44,40-49,Master 1,78.1,83,-155.0,165.0,172.5,,172.5,80.0,87.5,92.5,,92.5,170.0,180.0,190.0,,190.0,455.0,2,318.29,315.46,304.28,64.97,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars
Garrison Cobb,M,SBD,Raw,19.0,18-19,19-23,Teen 18-19,97.3,100,,,,,210.0,,,,,152.5,,,,,275.0,637.5,1,397.16,392.39,375.0,81.59,Yes,USA,AZ,RAW,,2015-03-28,USA,AZ,Prescott,Southwest Regionals
Sam Salary,M,SBD,Raw,26.0,24-34,24-39,M_OR_AAPF,135.7,140,-235.0,235.0,245.0,,245.0,115.0,132.5,140.0,,140.0,232.5,-257.5,257.5,,257.5,642.5,1,355.24,360.77,343.63,70.92,Yes,,,APF,WPC,2018-09-22,USA,IL,,Reptember
Nikolay Nazarenko,M,SBD,Raw,24.5,24-34,24-39,Open,92.6,93,,,,,207.5,,,,,112.5,,,,,220.0,540.0,13,344.29,339.92,325.39,70.79,Yes,,,FPR,IPF,2018-05-18,Russia,TUL,Tula,Tula Oblast Classic Powerlifting Championships
Lan Viet Khanh Tran Ho,M,SBD,Raw,22.0,20-23,19-23,Juniors 20-23,87.2,90,,,,,230.0,,,,,150.0,,,,,247.5,627.5,2,412.4,407.29,390.9,84.74,,USA,FL,USPA,IPL,2016-04-29,USA,FL,Orlando,Orlando Europa Expo
Patrick Rendon,M,SBD,Raw,26.0,24-34,24-39,Open,122.63,125,-195.0,195.0,210.0,,210.0,115.0,130.0,-137.5,,130.0,215.0,235.0,250.0,,250.0,590.0,3,336.44,337.56,323.39,67.94,,USA,CA,WRPF,WRPF,2023-09-23,USA,CA,Sacramento,Nightmare Muscle Bash 2
Mike Laturner,M,SBD,Raw,22.0,20-23,19-23,Juniors 20-23,82.2,82.5,,,,,180.0,,,,,105.0,,,,,187.5,472.5,1,320.73,317.22,305.28,65.73,,USA,LA,USPA,IPL,2016-10-15,USA,TX,Spring,Houston Fall Classic
Nikolay Starykh,M,SBD,Raw,21.5,20-23,19-23,Amateur Juniors 20-23,60.0,60,120.0,-135.0,-135.0,,120.0,90.0,-95.0,95.0,,95.0,145.0,155.0,-165.0,,155.0,370.0,1,312.3,315.56,308.15,60.68,Yes,Russia,,WPC-RUS,WPC,2014-10-16,Russia,MOW,Moscow,Moscow PROmovement Championships
Brandon Julian,M,SBD,Raw,29.0,24-34,24-39,Open,97.3,100,170.0,182.5,192.5,,192.5,115.0,-125.0,127.5,,127.5,190.0,202.5,210.0,,210.0,530.0,5,330.19,326.22,311.76,67.84,Yes,USA,IN,USPA,IPL,2022-03-27,USA,IN,Indianapolis,Drug Tested Indy City Classic
Petar Vrecic,M,SBD,Raw,25.0,24-34,24-39,Open,80.92,83,137.5,145.0,152.5,,152.5,95.0,105.0,107.5,,107.5,162.5,170.0,177.5,,177.5,437.5,3,299.66,296.55,285.59,61.35,Yes,,,NZPF,IPF,2015-11-21,New Zealand,WGN,Wellington,Bledisbro Open
Aleksey Mantsev,M,SBD,Raw,37.5,35-39,24-39,Open,82.9,83,,,,,120.0,,,,,140.0,,,,,140.0,400.0,24,270.22,267.19,257.03,55.4,Yes,,,FPR,IPF,2019-12-19,Russia,MOW,Moscow,Moscow City Classic Powerlifting Cup
Ilya Cheremnykh,M,SBD,Raw,17.5,18-19,14-18,Teen,71.3,75,120.0,130.0,-140.0,,130.0,75.0,80.0,-85.0,,80.0,150.0,175.0,185.0,,185.0,395.0,1,292.98,291.92,282.68,59.12,,,,RPU,,2015-09-26,Russia,MOW,Serpukhov,Moscow Cup
Alex Bandas,M,SBD,Raw,26.5,24-34,24-39,MR-O,82.3,83,162.5,167.5,170.0,,170.0,-105.0,110.0,112.5,,112.5,172.5,185.0,-190.0,,185.0,467.5,11,317.12,313.64,301.81,64.99,Yes,USA,IL,USAPL,IPF,2017-12-17,USA,IL,,Chicagoland Men's Raw Novice
Matthew Starkey,M,SBD,Raw,23.0,20-23,19-23,MR-Jr,82.9,83,192.5,205.0,-215.0,,205.0,130.0,-137.5,-137.5,,130.0,207.5,227.5,-235.0,,227.5,562.5,1,379.99,375.74,361.45,77.91,Yes,USA,CO,USAPL,IPF,2020-08-08,USA,CO,Littleton,Adventures of Yokey the Bear
Peter I Jensen-Smidt,M,SBD,Raw,18.5,18-19,19-23,Juniors,91.15,93,160.0,170.0,-180.0,,170.0,90.0,100.0,-102.5,,100.0,190.0,200.0,212.5,,212.5,482.5,8,310.01,306.07,293.18,63.75,Yes,,,DSF,IPF,2021-09-03,Denmark,,KSK,DM Klassisk
Antti Kailajärvi,M,SBD,Raw,31.5,24-34,24-39,Open,105.4,120,225.0,230.0,240.0,,240.0,170.0,177.5,180.0,,180.0,220.0,240.0,250.0,,250.0,670.0,1,403.46,399.83,381.81,82.57,Yes,,,SVNL,IPF,2016-09-24,Finland,,Kokkola,Kaupunginmestaruuskisat klassinen
Yuriah Cook,M,SBD,Raw,21.5,20-23,19-23,MR-Jr,89.15,90,150.0,157.5,162.5,,162.5,117.5,122.5,130.0,,130.0,190.0,-197.5,-197.5,,190.0,482.5,2,313.49,309.53,296.78,64.45,Yes,USA,FL,USAPL,,2023-05-28,USA,FL,,Thunderstruck
Erkebulan Mussinov,M,SBD,Raw,24.5,24-34,24-39,Open,81.9,83,,,,,235.0,,,,,150.0,,,,,225.0,610.0,9,414.93,410.44,395.06,85.01,Yes,,,KPF,IPF,2019-10-01,Kazakhstan,,Kostanay,Kazakhstan Classic Powerlifting Championships
Phillip Elliott,M,SBD,Raw,27.0,24-34,24-39,MR-O,85.1,93,160.0,175.0,-180.0,,175.0,90.0,100.0,105.0,,105.0,190.0,205.0,220.0,,220.0,500.0,4,332.91,328.95,316.07,68.35,Yes,N.Ireland,,NIPF,IPF,2021-12-11,N.Ireland,,Cookstown,NI December Classic
Peter Z Stüker,M,SBD,Raw,27.5,24-34,24-39,Open,112.16,120,230.0,245.0,252.5,,252.5,160.0,167.5,172.5,,172.5,260.0,275.0,-285.0,,275.0,700.0,1,411.61,409.57,391.69,83.85,Yes,,,DSF,IPF,2018-05-19,Denmark,,Aalborg SK,AaSK Open Klassisk
Chau Sang Fung,M,SBD,Raw,28.0,24-34,24-39,Open,71.9,74,,,,,215.0,,,,,112.5,,,,,220.0,547.5,3,403.81,402.12,389.24,81.59,Yes,Hong Kong,,AsianPF,IPF,2018-12-04,Mongolia,,Ulaanbaatar,Asian Classic Powerlifting Championships
Javier Betancourt,M,SBD,Raw,32.0,24-34,24-39,Open,88.6,90,,,,,205.0,,,,,132.5,,,,,212.5,550.0,11,358.48,353.97,339.48,73.69,,USA,FL,USPA,IPL,2019-02-08,USA,FL,Tampa,Battle of the Bay V
Matthew Vanloo,M,SBD,Raw,21.5,20-23,19-23,MR-O,134.05,120+,-127.5,142.5,157.5,,157.5,102.5,112.5,-122.5,,112.5,182.5,205.0,220.0,,220.0,490.0,2,271.89,275.68,262.83,54.36,Yes,USA,CO,USAPL,,2021-12-18,USA,NM,,Roswell Winter Classic
Andrew Salinas,M,SBD,Raw,23.0,20-23,,Juniors 20-23,97.9,100,,,,,190.0,,,,,97.5,,,,,210.0,497.5,7,309.09,305.42,291.84,63.49,,USA,CA,USPA,IPL,2016-03-18,USA,CA,Whittier,California State Powerlifting Championships
Jean-Sébastien Bruneault,M,SBD,Raw,24.5,24-34,24-39,Open,89.0,93,,,,,210.0,,,,,155.0,,,,,245.0,610.0,4,396.67,391.66,375.56,81.54,Yes,Canada,QC,CPU,IPF,2014-01-25,Canada,QC,Drummondville,Quebec Classic Provincials
Ryan Hartt,M,SBD,Raw,16.5,16-17,14-18,MR-T2,51.4,52,,,,,72.5,,,,,52.5,,,,,97.5,222.5,1,215.48,221.02,217.81,39.65,Yes,,,USAPL,IPF,2014-03-09,USA,MA,,4th Annual Ryan Moore New England High School Championships
Caiden Thompson,M,SBD,Raw,18.5,18-19,19-23,Juniors,89.18,93,247.5,262.5,-272.5,,262.5,150.0,155.0,157.5,,157.5,250.0,262.5,-272.5,,262.5,682.5,4,443.36,437.76,419.71,91.14,Yes,Canada,AB,CPU,IPF,2023-06-09,Canada,AB,Calgary,Alberta Provincial Championships
Roman Shamarin,M,SBD,Raw,31.5,24-34,24-39,Open,64.85,66,,,,,135.0,,,,,90.0,,,,,170.0,395.0,10,313.59,314.71,306.07,62.15,Yes,Russia,,FPR,IPF,2019-12-04,Russia,BRY,Bryansk,Central District Powerlifting Championships
Matthew Conzett,M,SBD,Raw,26.5,24-34,24-39,MR-O,107.65,110,175.0,182.5,190.0,,190.0,97.5,105.0,-110.0,,105.0,190.0,200.0,205.0,,205.0,500.0,4,298.59,296.26,283.0,61.02,Yes,USA,OH,USAPL,,2022-10-01,USA,OH,,Penguin Classic
Mark Mathena,M,SBD,Raw,16.5,16-17,14-18,MR-T2,85.8,90,162.5,175.0,182.5,,182.5,100.0,105.0,-107.5,,105.0,160.0,172.5,182.5,,182.5,470.0,1,311.56,307.79,295.62,63.98,Yes,USA,VA,USAPL,,2023-09-30,USA,VA,,Battle at Bull Run
Wysali Trapiello,M,SBD,Raw,33.0,24-34,24-39,Open,61.5,67.5,-75.0,-75.0,75.0,,75.0,45.0,50.0,-55.0,,50.0,90.0,95.0,-100.0,,95.0,220.0,1,182.01,183.5,178.95,35.61,,Spain,,WPC-Portugal,WPC,2023-10-07,Portugal,,Maia,Powerexpo
Daniil Sundukov,M,SBD,Raw,16.0,16-17,14-18,Teen 16-17,90.0,90,-135.0,135.0,140.0,,140.0,100.0,-105.0,-105.0,,100.0,140.0,145.0,-147.5,,145.0,385.0,1,248.94,245.78,235.56,51.18,Yes,,,RPU,,2020-03-13,Russia,SAM,Samara,Eurasian Cup
Chadd Charland,M,SBD,Raw,39.5,35-39,40-49,MR-M1a,82.9,83,180.0,200.0,-205.0,,200.0,127.5,135.0,137.5,,137.5,225.0,257.5,-265.0,,257.5,595.0,1,401.95,397.45,382.34,82.41,Yes,USA,,USAPL,IPF,2015-07-25,USA,FL,,Central Florida Championship
Anton Strömberg,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,80.75,83,132.5,137.5,147.5,,147.5,100.0,107.5,112.5,,112.5,155.0,170.0,-200.0,,170.0,430.0,4,294.89,291.85,281.09,60.36,Yes,USA,FL,USAPL,IPF,2021-01-09,USA,FL,,Boynton Barbell Center Championship
Romain Francez,M,SBD,Raw,29.5,24-34,24-39,Open,74.1,77,86.0,92.0,100.0,,100.0,56.0,-60.0,61.0,,61.0,96.0,110.0,120.0,,120.0,281.0,1,203.17,201.93,195.22,41.22,Yes,,,PA,WP,2019-09-15,Australia,NSW,Sydney,Top Lifter IV
Niveshan Sivathamboo,M,SBD,Raw,24.5,24-34,24-39,Open,81.5,83,170.0,180.0,185.0,,185.0,120.0,130.0,140.0,,140.0,220.0,235.0,250.0,,250.0,575.0,3,392.22,388.05,373.59,80.33,Yes,,,PA,IPF,2017-05-21,Australia,VIC,Melbourne,Obsidian Showdown III
Mustafa Oyon,M,SBD,Raw,21.0,20-23,19-23,MR-Jr,72.95,74,165.0,180.0,185.0,,185.0,120.0,125.0,-137.5,,125.0,195.0,205.0,-215.0,,205.0,515.0,1,376.19,374.26,362.05,76.17,Yes,USA,NY,USAPL,IPF,2019-09-28,USA,NY,,SBWC Fall Classic
Kaden Franke,M,SBD,Raw,16.5,16-17,14-18,MR-O,81.98,83,132.5,140.0,145.0,,145.0,90.0,95.0,-102.5,,95.0,-135.0,137.5,147.5,,147.5,387.5,4,263.44,260.58,250.8,53.98,Yes,USA,FL,USAPL,IPF,2020-03-22,USA,FL,,5th Annual Orlando The City Beautiful Open Championships
Li Minde,M,SBD,Raw,21.5,20-23,19-23,Juniors,74.61,83,130.0,145.0,150.0,,150.0,85.0,95.0,100.0,,100.0,130.0,140.0,150.0,,150.0,400.0,2,287.93,286.06,276.47,58.47,Yes,,,HKWPA,IPF,2012-03-17,Hong Kong,,,Powerlifting Championships
Xander Duerksen,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,86.8,90,150.0,165.0,175.0,,175.0,102.5,115.0,-125.0,,115.0,165.0,180.0,195.0,,195.0,485.0,1,319.52,315.59,302.95,65.65,,USA,VA,USPA,IPL,2020-01-25,USA,VA,Charlottesville,3rd Annual Piedmont Power Showcase
Michael Procino,M,SBD,Raw,23.0,20-23,,Juniors 20-23,149.6,140+,312.5,-327.5,-337.5,,312.5,185.0,195.0,-203.0,,195.0,255.0,-270.0,275.0,,275.0,782.5,1,421.1,433.12,409.6,83.13,,USA,NY,USPA,IPL,2023-02-04,USA,SC,Columbia,South Carolina Open
Manuele Cinquegrana,M,SBD,Raw,27.0,24-34,24-39,Open,72.0,,165.0,172.5,-180.0,,172.5,97.5,105.0,110.0,,110.0,185.0,192.5,197.5,,197.5,480.0,28,353.69,352.18,340.88,71.48,Yes,,,FIAP,,2023-05-01,Italy,,Rieti,Coppa Italia
Scott Hill #1,M,SBD,Raw,34.5,24-34,24-39,Open,91.9,93,253.0,260.0,-265.0,,260.0,170.0,177.5,180.5,,180.5,270.0,275.0,-280.0,,275.0,715.5,2,457.87,452.05,432.86,94.15,Yes,Australia,,OceaniaPF,IPF,2012-12-07,Australia,NSW,Syndey,Oceania Powerlifting and Bench Press Championships
Jakub Liszcz,M,SBD,Raw,22.5,20-23,19-23,Juniorzy do lat 23,109.8,120,230.0,245.0,-250.0,,245.0,145.0,152.5,-157.5,,152.5,255.0,257.5,275.0,,275.0,672.5,5,398.57,395.98,378.44,81.34,Yes,,,PZKFiTS,IPF,2022-09-09,Poland,,Będzin,Mistrzostwa Polski w Trójboju Siłowym Klasycznym
Nyan Soe,M,SBD,Raw,26.0,24-34,24-39,Open,67.3,67.5,172.5,182.5,190.0,,190.0,105.0,110.0,115.0,,115.0,210.0,225.0,-232.5,,225.0,530.0,2,409.37,409.61,397.66,81.77,Yes,USA,CA,USPA,IPL,2019-11-02,USA,CA,Milpitas,Drug Tested Kanemoto Classic
Conner Wilmas,M,SBD,Raw,28.5,24-34,24-39,MR-O,153.8,140+,275.0,300.0,325.0,,325.0,210.0,-230.0,-230.0,,210.0,275.0,300.0,325.0,,325.0,860.0,1,459.4,474.16,447.1,90.43,Yes,USA,TX,USAPL,,2022-04-09,USA,TX,,P3 Grand Prix
Louis Becker Laurent,M,SBD,Raw,24.5,24-34,24-39,Seniors,73.2,74,162.5,172.5,-180.0,,172.5,77.5,-82.5,-85.0,,77.5,175.0,190.0,-200.0,,190.0,440.0,3,320.68,318.97,308.52,64.96,Yes,,,FFForce,IPF,2023-01-21,France,,Bruley,Championnat Régional Grand Est FA/PL
Joseph Shim,M,SBD,Raw,40.0,40-44,40-49,MR-M1,82.2,82.5,160.0,175.0,182.5,,182.5,100.0,110.0,115.0,,115.0,180.0,192.5,202.5,,202.5,500.0,1,339.4,335.69,323.05,69.55,Yes,USA,CA,USAPL,IPF,2011-08-05,USA,CA,San Diego,State Games of America
Vakula Bohdan,M,SBD,Raw,29.0,24-34,24-39,Open,102.0,105,155.0,165.0,167.5,,167.5,97.5,105.0,-107.5,,105.0,-215.0,220.0,225.0,,225.0,497.5,8,303.64,300.45,286.89,62.26,Yes,,,BVDK,IPF,2020-02-08,Germany,,Wiesbaden,Städte-Cup
Doungdarra Thach,M,SBD,Raw,21.5,20-23,19-23,MR-Jr,73.2,75,167.5,187.5,192.5,,192.5,-112.5,112.5,-125.0,,112.5,-212.5,230.0,237.5,,237.5,542.5,1,395.38,393.27,380.39,80.1,Yes,USA,FL,USAPL,,2022-07-02,USA,FL,,UBU Orlando Expo
Triston Jackson,M,SBD,Raw,16.0,16-17,14-18,Juniors 16-17,89.1,90,,,,,132.5,,,,,85.0,,,,,145.0,362.5,1,235.59,232.62,223.04,48.43,,USA,AZ,USPA,IPL,2017-05-20,USA,AZ,Surprise,Southwest Regional championships
Murad Barmou,M,SBD,Raw,28.5,24-34,24-39,Open,82.32,83,180.0,195.0,205.0,,205.0,112.5,120.0,125.0,,125.0,230.0,245.0,-260.0,,245.0,575.0,7,389.98,385.7,371.16,79.93,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Johnathon Luna,M,SBD,Raw,23.5,24-34,24-39,MR-Jr,64.8,66,150.0,165.0,177.5,,177.5,107.5,120.0,-127.5,,120.0,157.5,170.0,187.5,,187.5,485.0,2,385.27,386.67,376.06,76.34,Yes,USA,GA,USAPL,IPF,2018-02-10,USA,GA,,Georgia State Championships
Jesus Nunez,M,SBD,Raw,21.0,20-23,19-23,J20-23,65.5,67.5,97.5,110.0,-117.5,,110.0,55.0,62.5,65.0,,65.0,122.5,132.5,-140.0,,132.5,307.5,1,242.3,242.97,236.18,48.13,,,,WRPF,WRPF,2023-10-29,USA,KY,Winchester,Power of Potter: House Wars II
Rakesh Bhukta,M,SBD,Raw,22.0,20-23,19-23,Open,91.0,93,,,,,230.0,,,,,152.5,,,,,240.0,622.5,7,400.29,395.2,378.58,82.31,Yes,,,PI,IPF,2017-08-14,India,,Allephey,Indian Unequipped Powerlifting Championships
Tyler Canning,M,SBD,Raw,26.0,24-34,24-39,M_OR_ACPF,120.1,125,225.0,235.0,245.0,,245.0,-145.0,145.0,150.0,,150.0,225.0,235.0,-245.0,,235.0,630.0,4,361.71,362.13,347.02,73.21,Yes,Canada,,CPF,WPC,2018-10-20,Canada,ON,Kitchener,Judgement Day II
Guilherme de Oliveira,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,59.5,66,90.0,100.0,105.0,,105.0,45.0,50.0,57.5,,57.5,100.0,110.0,125.0,,125.0,287.5,2,244.34,247.09,241.4,47.36,Yes,Brazil,PR,CBLB,IPF,2022-02-17,Brazil,SC,,Campeonato Brasileiro de Powerlifting Clássico
Joe Godfrey,M,SBD,Raw,31.0,24-34,24-39,Open,109.9,110,,,,,285.0,,,,,185.0,,,,,285.0,755.0,2,447.31,444.44,424.76,91.28,,USA,FL,IPL,IPL,2017-05-20,USA,FL,Orlando,Orlando INZER Europa
Michael McDoe,M,SBD,Raw,19.5,20-23,19-23,Juniors,99.65,105,200.0,210.0,225.0,,225.0,160.0,-170.0,-170.0,,160.0,265.0,275.0,283.0,,283.0,668.0,1,411.79,407.11,388.86,84.53,Yes,,,BVDK,IPF,2022-04-30,Germany,BY,Unterölsbach-Landshut-Neuaubing,2. Runde Bayernliga Kraftdreikampf
Nikolay Mashtakov,M,SBD,Raw,29.5,24-34,24-39,Open,115.9,,190.0,205.0,215.0,,215.0,160.0,177.5,-190.0,,177.5,200.0,210.0,225.0,,225.0,617.5,8,358.86,358.06,342.84,72.89,Yes,Russia,,FPR,IPF,2012-02-03,Russia,KLU,Kaluga,Kaluga Oblast Powerlifting Championships
Daniel Golden,M,SBD,Raw,28.0,24-34,24-39,Open,136.3,140,237.5,252.5,262.5,,262.5,195.0,207.5,-217.5,,207.5,255.0,272.5,-277.5,,272.5,742.5,1,410.01,416.62,396.75,81.81,,USA,OH,USPA,IPL,2019-11-23,USA,OH,North Canton,Thanksgiving Throwdown
Brett Vetterlein,M,SBD,Raw,34.0,24-34,24-39,MR-O,88.9,93,135.0,140.0,145.0,,145.0,90.0,95.0,-100.0,,95.0,155.0,167.5,175.0,,175.0,415.0,2,270.02,266.62,255.66,55.51,Yes,USA,NY,AMP,IPF,2023-10-08,USA,NY,Brooklyn,MOC Super Total Weekend
Joey Bidou,M,SBD,Raw,21.0,20-23,19-23,Juniors 20-23,72.7,75,-170.0,180.0,-190.0,,180.0,80.0,85.0,87.5,,87.5,175.0,-185.0,187.5,,187.5,455.0,2,333.11,331.48,320.72,67.42,,USA,ID,USPA,IPL,2023-07-15,USA,CA,Marysville,Marysville Classic
Christian Cadas,M,SBD,Raw,18.5,18-19,19-23,MR-C,82.5,82.5,175.0,185.0,195.0,,195.0,105.0,112.5,-117.5,,112.5,-185.0,185.0,195.0,,195.0,502.5,6,340.39,336.63,323.9,69.77,Yes,USA,OH,USAPL,,2023-02-25,USA,OH,,Midwest Collegiate Cup
Brandon Jackson #6,M,SBD,Raw,22.5,20-23,19-23,MR-G,73.2,74,167.5,172.5,175.0,,175.0,150.0,155.0,-165.0,,155.0,205.0,215.0,222.5,,222.5,552.5,G,402.67,400.52,387.4,81.57,Yes,USA,MD,USAPL,IPF,2019-03-09,USA,IA,,Iowa State Championships
Nazar Gordienko,M,SBD,Raw,20.5,20-23,19-23,Juniors,95.5,105,,,,,190.0,,,,,122.5,,,,,195.0,507.5,2,318.88,314.94,301.14,65.54,Yes,Russia,,FPR,IPF,2019-06-06,Russia,KGD,Guryevsk,Siberian Juniors & Sub-Juniors Classic Powerlifting Championships
Brandon Reyes,M,SBD,Raw,27.5,24-34,24-39,MR-O,88.05,90,160.0,-162.5,-162.5,,160.0,102.5,107.5,112.5,,112.5,182.5,190.0,-205.0,,190.0,462.5,9,302.42,298.64,286.49,62.16,Yes,USA,NC,USAPL,,2023-02-25,USA,NC,,Oak City Open
Junior Porcadas,M,SBD,Raw,22.5,20-23,19-23,MR-Jr,66.2,67.5,175.0,180.0,182.5,,182.5,95.0,100.0,-105.0,,100.0,210.0,217.5,-225.0,,217.5,500.0,2,390.89,391.62,380.49,77.82,Yes,USA,CA,USAPL,,2023-07-22,USA,HI,,Honolulu Night Lift
Daniel Galvez,M,SBD,Raw,18.5,18-19,19-23,MR-O,74.95,75,185.0,195.0,200.0,,200.0,115.0,117.5,120.0,,120.0,192.5,205.0,-215.0,,205.0,525.0,3,376.81,374.27,361.64,76.57,Yes,USA,FL,USAPL,,2023-06-24,USA,FL,,PRs in Paradise
Markus Pöltl,M,SBD,Raw,22.5,20-23,19-23,Juniors,80.4,83,172.5,-182.5,190.0,,190.0,100.0,107.5,110.0,,110.0,200.0,-225.0,225.0,,225.0,525.0,3,360.95,357.3,344.19,73.86,Yes,,,OEVK,IPF,2019-06-29,Austria,,Lochen,ÖM KDK Classic
Jerry Dudley,M,SBD,Raw,30.0,24-34,24-39,Open,73.48,75,125.0,-145.0,150.0,,150.0,112.5,-125.0,-133.0,,112.5,185.0,212.5,-220.0,,212.5,475.0,1,345.32,343.4,332.09,69.99,Yes,USA,MD,RAW,,2012-07-07,USA,MD,District Heights,State Championships
Kenneth Roche,M,SBD,Raw,16.5,16-17,14-18,MR-T2,95.4,100,,,,,210.0,,,,,147.5,,,,,200.0,557.5,1,350.47,346.13,330.98,72.04,Yes,USA,,USAPL,IPF,2013-02-06,USA,MA,,Massachusetts Open
Jalen Lopossa,M,SBD,Raw,20.0,20-23,19-23,MR-Jr,109.4,110,207.5,222.5,-240.0,,222.5,125.0,132.5,140.0,,140.0,210.0,235.0,247.5,,247.5,610.0,1,362.03,359.59,343.62,73.9,Yes,USA,IN,USAPL,,2022-12-03,USA,WI,,Liftmas Open
Daniel Ngo,M,SBD,Raw,25.0,24-34,24-39,MR-O,70.3,74,135.0,142.5,145.0,,145.0,100.0,107.5,-112.5,,107.5,182.5,192.5,202.5,,202.5,455.0,3,340.77,339.86,329.3,68.61,Yes,,,USAPL,IPF,2018-05-26,USA,CA,Mountain View,Boss of NorCal 7
David Miller #16,M,SBD,Raw,30.0,24-34,24-39,Open,67.0,67.5,125.0,132.5,140.0,,140.0,-92.5,95.0,-102.5,,95.0,160.0,172.5,180.0,,180.0,415.0,3,321.59,321.89,312.56,64.18,Yes,USA,OH,USPA,IPL,2022-10-01,USA,OH,Cleveland,Drug Tested Barbell Culture Classic
Richard Eriksson,M,SBD,Raw,18.5,18-19,19-23,Open,85.0,93,120.0,125.0,135.0,,135.0,80.0,85.0,92.5,,92.5,150.0,160.0,177.5,,177.5,405.0,1,269.83,266.63,256.2,55.39,Yes,,,SVNL,IPF,2020-09-05,Finland,,Mariehamn,Åländska mästerskap i styrkelyft
Miroslav Cabák,M,SBD,Raw,22.5,20-23,19-23,Open,71.1,74,,,,,160.0,,,,,117.5,,,,,217.5,495.0,4,367.86,366.6,355.03,74.2,Yes,Czechia,,CSST,IPF,2014-10-25,Czechia,,Sedlčany,Mistrovství Západních Čech v Klasickém Silovém Trojboji
Corey Hietapelto,M,SBD,Raw,25.5,24-34,24-39,MR-O,89.8,93,140.0,155.0,-170.0,,155.0,102.5,110.0,-120.0,,110.0,147.5,170.0,182.5,,182.5,447.5,4,289.68,286.01,274.13,59.56,Yes,USA,MN,USAPL,IPF,2017-06-10,USA,MN,,Twin Ports Raw Open
Andy Glos,M,SBD,Raw,18.5,18-19,19-23,MR-T,71.2,75,120.0,-132.5,-145.0,,120.0,80.0,87.5,-95.0,,87.5,-182.5,182.5,190.0,,190.0,397.5,5,295.12,294.08,284.78,59.54,Yes,USA,IL,USAPL,,2023-07-22,USA,IL,,Barbells and Barbecue
